Verein	ZVR-Zahl	Bezirk	Foerderung_ref	Typ	Jahr	Betrag_EUR	Quelle	Fördergegenstand — Anmerkungen	Programm	Kurzname	Verein_key
Wien Modern, Verein für neue Musik	678661440	3	BMKöS_BMWKMS	Beschluss	2022	200000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst		Wien Modern	wien modern, verein für neue musik
Verein für Kunstvermischung	448124582	17	BMKöS_BMWKMS	Beschluss	2022	12000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Kunst- und Kulturprojekte Vereine	Der Blöde Dritte Mittwoch		verein für kunstvermischung
FAM Kulturverein	1490968765	Klagenfurt	BMKöS_BMWKMS	Beschluss	2022	8000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Projekt: Vereine Kunst- und Kulturprojekte	nawa music & film festival 	nawa music	fam kulturverein
Klangmanifeste - Verein für Klang-/Kunst-/Formen	771245267	5	BMKöS_BMWKMS	Beschluss	2022	5500.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Medienkunst Projekte, Vereine, Einzelnpersonen	Klangmanifeste, echoraum Wien, Festival 	Klangmanifeste	klangmanifeste - verein für klang-/kunst-/formen
Jazz & Musicclub Porgy & Bess	79072322	4	BMKöS_BMWKMS	Beschluss	2022	163200.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme		Porgy & Bess	jazz & musicclub porgy & bess
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2022	410000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Vereine Kulturprogramme und -vermittlung		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	BMKöS_BMWKMS	Beschluss	2023	16500.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme	Reverberate	Free Music Forum	kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
Studio Dan - Verein für Neue Musik	408034688	20	BMKöS_BMWKMS	Beschluss	2023	40000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		Studio Dan	studio dan - verein für neue musik
Studio Dan - Verein für Neue Musik	408034688	20	BMKöS_BMWKMS	Beschluss	2023	14000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte	Tourneekostenzuschuss, Österreich und Kanada | Kompositionsförderung	Studio Dan	studio dan - verein für neue musik
Wien Modern, Verein für neue Musik	678661440	3	BMKöS_BMWKMS	Beschluss	2023	275000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst		Wien Modern	wien modern, verein für neue musik
Klangmanifeste - Verein für Klang-/Kunst-/Formen	771245267	5	BMKöS_BMWKMS	Beschluss	2023	6000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Medienkunst Projekte, Vereine, Einzelnpersonen			klangmanifeste - verein für klang-/kunst-/formen
MOOZAK - VEREIN FÜR EXPERIMENTELLE MUSIK	817982407	19	BMKöS_BMWKMS	Beschluss	2023	5000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		Moozak	moozak - verein für experimentelle musik
small forms - Verein zur Förderung und Verbreitung von zeitgenössischen Musikformen	503262449	16	BMKöS_BMWKMS	Beschluss	2023	8000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		Smallforms	small forms - verein zur förderung und verbreitung von zeitgenössischen musikformen
STRUMA+IODINE - Verein zur Erweiterung musikalischer Erfahrungsräume	1954454117	9	BMKöS_BMWKMS	Beschluss	2023	6000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		Struma+Iodine	struma+iodine - verein zur erweiterung musikalischer erfahrungsräume
Floating Sound Gallery Vienna, Verein zur Förderung von Kunst und Kultur	1534373870	20	BMKöS_BMWKMS	Beschluss	2023	4000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte		Floating Sound Gallery Vienna	floating sound gallery vienna, verein zur förderung von kunst und kultur
UNSAFE SOUNDS - Verein zur Verteidigung künstlerischer Grauzonen	1670187874	18	BMKöS_BMWKMS	Beschluss	2023	7000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst		Unsafe+Sounds	unsafe sounds - verein zur verteidigung künstlerischer grauzonen
echoraum Vereinigung zur Förderung der Kulturkommunikation	884318065	15	BMKöS_BMWKMS	Beschluss	2023	12000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		echoraum	echoraum vereinigung zur förderung der kulturkommunikation
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2023	450000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Vereine Kulturprogramme und -vermittlung		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2023	140000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Bildendekunst Jahresprogramme — Ausnahme		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2023	57000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Vereine Investitionen — Ausnahme		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	BMKöS_BMWKMS	Beschluss	2023	20000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Vereine Kulturprogramme und -vermittlung	EUROPAVOX, EU Projekt	WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2023	2100000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Darstellende Kunst Freie Gruppierungen und Häuser — Jahrestätigkeit 		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2023	275000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Darstellende Kunst Freie Gruppierungen und Häuser — Jahrestätigkeit Performing Arts 		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
WUK - Verein zur Schaffung offener Kultur- und Werkstättenhäuser, Kurzbezeichnung WUK Werkstätten- und Kulturhaus	535133641	9	MA7	Beschluss	2023	31000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Gesamtförderungen (Jahrestätigkeit) Bildende Kunst und Medienkunst		WUK	wuk - verein zur schaffung offener kultur- und werkstättenhäuser, kurzbezeichnung wuk werkstätten- und kulturhaus
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	BMKöS_BMWKMS	Beschluss	2023	1500.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte	Kompositionsförderung	SUENA	suena - verein zur förderung und verbreitung neuer musik
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	BMKöS_BMWKMS	Beschluss	2023	6000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst	Kompositionsförderung	SUENA	suena - verein zur förderung und verbreitung neuer musik
Verein für Kunstvermischung	448124582	17	BMKöS_BMWKMS	Beschluss	2023	13000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Kunst- und Kulturprojekte Vereine	Der Blöde Dritte Mittwoch		verein für kunstvermischung
Jazz & Musicclub Porgy & Bess	79072322	4	BMKöS_BMWKMS	Beschluss	2023	175000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		Porgy & Bess	jazz & musicclub porgy & bess
"Vienna.ACTS"", Verein zur Förderung von Kunst"	130944845	7	BMKöS_BMWKMS	Beschluss	2023	28000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Kunst- und Kulturprojekte (Kulturinitiativen)			"""vienna.acts"", verein zur förderung von kunst"
echoraum Vereinigung zur Förderung der Kulturkommunikation	884318065	15	MA7	Beschluss	2026	110000.0	Transparenzportal IFG 2026 — Gemeinderatsbeschluss Wien (Sitzung 18.12.2025) Jahresprogramm	ausbezahlt: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Musik		echoraum	echoraum vereinigung zur förderung der kulturkommunikation
Studio Dan - Verein für Neue Musik	408034688	20	MA7	Beschluss	2026	100000.0	Transparenzportal IFG 2026 — Gemeinderatsbeschluss Wien (Sitzung 9.1.2026) AZ 1627283-2025-GKU	ausbezahlt: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Musik — Jahrestätigkeit 2026		Studio Dan	studio dan - verein für neue musik
Jazz & Musicclub Porgy & Bess	79072322	4	MA7	Beschluss	2026	170000.0	Transparenzportal IFG 2026 — Gemeinderatsbeschluss Wien (Sitzung 2.12.2025) 	ausbezahlt: Förderung von Einzelnvorhaben und Jahrestätigkeiten im Bereich der Musik		Porgy & Bess	jazz & musicclub porgy & bess
echoraum Vereinigung zur Förderung der Kulturkommunikation	884318065	15	BMKöS_BMWKMS	Beschluss	2024	24000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		echoraum	echoraum vereinigung zur förderung der kulturkommunikation
Klang.Kunst.Etage - Verein für experimentelle Musik und Kunstprojekte	539978143	2	BMKöS_BMWKMS	Beschluss	2024	11000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			klang.kunst.etage - verein für experimentelle musik und kunstprojekte
Kulturverein Free Music Forum mit dem Zusatz Forum für free Jazz & freie Improvisation	1121875739	5	BMKöS_BMWKMS	Beschluss	2024	17500.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		Free Music Forum	kulturverein free music forum mit dem zusatz forum für free jazz & freie improvisation
JazzWerkstatt Wien	59191016	20	BMKöS_BMWKMS	Beschluss	2024	38500.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		JazzWerkstatt Wien	jazzwerkstatt wien
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	BMKöS_BMWKMS	Beschluss	2024	15000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	BMKöS_BMWKMS	Beschluss	2024	10000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme 		PARKEN	parken, verein zur förderung experimenteller musik im öffentlichem raum
Jazz & Musicclub Porgy & Bess	79072322	4	BMKöS_BMWKMS	Beschluss	2024	175000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		Porgy & Bess	jazz & musicclub porgy & bess
punctum collective, Verein zur Förderung zeitgenössischer Musik und transmedialer Kunstformate	1310873198	5	BMKöS_BMWKMS	Beschluss	2024	7000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			punctum collective, verein zur förderung zeitgenössischer musik und transmedialer kunstformate
punctum collective, Verein zur Förderung zeitgenössischer Musik und transmedialer Kunstformate	1310873198	5	BMKöS_BMWKMS	Beschluss	2022	6000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte			punctum collective, verein zur förderung zeitgenössischer musik und transmedialer kunstformate
Rantasa + Rantasa GmbH	GmbH	8	BMKöS_BMWKMS	Beschluss	2024	25000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		rhiz	rantasa + rantasa gmbh
Rantasa + Rantasa GmbH	GmbH	8	BMKöS_BMWKMS	Beschluss	2023	25000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme		rhiz	rantasa + rantasa gmbh
Rantasa + Rantasa GmbH	GmbH	8	BMKöS_BMWKMS	Beschluss	2023	8000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Festspiele, Großveranstaltungen Musik und darstellende Kunst	Permanent Underground Festival 	rhiz	rantasa + rantasa gmbh
small forms - Verein zur Förderung und Verbreitung von zeitgenössischen Musikformen	503262449	16	BMKöS_BMWKMS	Beschluss	2024	10000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		Smallforms	small forms - verein zur förderung und verbreitung von zeitgenössischen musikformen
STRUMA+IODINE - Verein zur Erweiterung musikalischer Erfahrungsräume	1954454117	9	BMKöS_BMWKMS	Beschluss	2024	7000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		Struma+Iodine	struma+iodine - verein zur erweiterung musikalischer erfahrungsräume
Studio Dan - Verein für Neue Musik	408034688	20	BMKöS_BMWKMS	Beschluss	2024	50000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		Studio Dan	studio dan - verein für neue musik
The Acousmatic Project - Verein zur Förderung Akusmatischer Musik	874404447	2	BMKöS_BMWKMS	Beschluss	2024	16000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			the acousmatic project - verein zur förderung akusmatischer musik
Verein für elektroakustische Musik; Kurztitel VELAK	229137709	5	BMKöS_BMWKMS	Beschluss	2024	13500.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			verein für elektroakustische musik kurztitel velak
Verein für experimentelle improvisierte Musik (VEIM)	420413087	4	BMKöS_BMWKMS	Beschluss	2024	5000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		VEIM	verein für experimentelle improvisierte musik (veim)
"""Ventil"" - Verein zur Freisetzung klanglicher Innovation und Dynamik Kurztitel: Ventil"	462456728	18	BMKöS_BMWKMS	Beschluss	2024	4000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme		Ventil Records	"""ventil"" - verein zur freisetzung klanglicher innovation und dynamik kurztitel: ventil"
czirp czirp - experimental and sonic arts. Verein zur Förderung Experimenteller und\nKlang-Kunst	460617721	8	BMKöS_BMWKMS	Beschluss	2024	15000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte			czirp czirp - experimental and sonic arts. verein zur förderung experimenteller und\nklang-kunst
Floating Sound Gallery Vienna, Verein zur Förderung von Kunst und Kultur	1534373870	20	BMKöS_BMWKMS	Beschluss	2024	5000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte		Floating Sound Gallery Vienna	floating sound gallery vienna, verein zur förderung von kunst und kultur
minciospace - Verein zur Förderung von künstlerischer Entwicklung unter besonderer Berücksichtigung gesellschaftsrelevanter Themen	[nicht dokumentiert]	15	BMKöS_BMWKMS	Beschluss	2024	8000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte		Minciospace	minciospace - verein zur förderung von künstlerischer entwicklung unter besonderer berücksichtigung gesellschaftsrelevanter themen
moment collective - Verein für experimentelle Musik, audio-visuelle und performative Kunst	839307922	14	BMKöS_BMWKMS	Beschluss	2024	16500.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte — Kompositionsförderung + Tourneekostenzuschuss			moment collective - verein für experimentelle musik, audio-visuelle und performative kunst
On the Couch - zur Förderung von Kunst und Kultur in der Gesellschaft	1742094788	3	BMKöS_BMWKMS	Beschluss	2024	5000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte		On the Couch	on the couch - zur förderung von kunst und kultur in der gesellschaft
SISTERS - Verein für queer feministische Kunst und Kultur	914774238	15	BMKöS_BMWKMS	Beschluss	2024	15000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte			sisters - verein für queer feministische kunst und kultur
snim - spontanes Netzwerk für improvisierte Musik	461480763	15	BMKöS_BMWKMS	Beschluss	2026	4000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen			snim - spontanes netzwerk für improvisierte musik
snim - spontanes Netzwerk für improvisierte Musik	461480763	15	BMKöS_BMWKMS	Beschluss	2025	4000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen			snim - spontanes netzwerk für improvisierte musik
snim - spontanes Netzwerk für improvisierte Musik	461480763	15	BMKöS_BMWKMS	Beschluss	2024	4000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte			snim - spontanes netzwerk für improvisierte musik
snim - spontanes Netzwerk für improvisierte Musik	461480763	15	BMKöS_BMWKMS	Beschluss	2023	2000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte			snim - spontanes netzwerk für improvisierte musik
snim - spontanes Netzwerk für improvisierte Musik	461480763	15	BMKöS_BMWKMS	Beschluss	2022	4000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte			snim - spontanes netzwerk für improvisierte musik
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	BMKöS_BMWKMS	Beschluss	2024	8000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Projekte	SUAL, Wien, Festival		sp ce. verein zur förderung von kunst und transdisziplinarität
Studio Dan - Verein für Neue Musik	408034688	20	BMKöS_BMWKMS	Beschluss	2024	1000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderungen Projekte — Projektkostenzuschuss		Studio Dan	studio dan - verein für neue musik
SUENA - Verein zur Förderung und Verbreitung neuer Musik	1920809871	6	BMKöS_BMWKMS	Beschluss	2024	12500.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderungen Projekte — Projektkostenzuschuss  + Kompositionsförderung		SUENA	suena - verein zur förderung und verbreitung neuer musik
